"ID","Salary"
871,5681.24727037983
872,2695.08979603378
873,12963.8713514724
874,2763.96184927259
875,2804.7760962719
876,4176.1418694124
877,5617.08236678135
878,2493.08319622729
879,3211.3541650852
880,13450.0903257624
881,10648.0552316927
882,2630.94010486365
883,5581.40247190967
884,5463.51303301585
885,5811.05484992405
886,5405.60174136129
887,5797.57609119504
888,5526.96818957756
889,4804.48533904617
890,2701.23415112095
891,5176.71187402708
892,8764.89439549211
893,8654.3039754698
894,5623.20886655462
895,10667.4892954579
896,9110.69318912447
897,8787.83777578124
898,16359.3869965221
899,5685.45700618304
900,2744.35167641798
901,2652.96468533055
902,5719.19767636845
903,6129.93299829928
904,2693.95759213603
905,16512.3331777568
906,5432.80957953541
907,9789.02779558779
908,5777.34894457192
909,2704.43774693228
910,2469.0993858966
911,19240.7609576933
912,2890.0349656038
913,2682.21546923586
914,12566.6756197499
915,5662.47068920141
916,5345.20224246051
917,2684.46665990345
918,5417.59746282888
919,2419.43228955694
920,2932.62805576246
921,2456.19707086731
922,2643.02819791547
923,4918.81034902269
924,4780.42487798883
925,16438.0374726859
926,2855.7245279158
927,5702.78700738201
928,13160.692945278
929,2624.09025846092
930,2776.49842258887
931,6120.00614869846
932,12180.7211279347
933,8757.69613589139
934,2612.55718225097
935,2446.502411123
936,2565.87754853192
937,9426.97808192033
938,9904.25792276828
939,4515.65810883828
940,2424.43476412984
941,2891.2093676139
942,9011.34119330614
943,10837.0773066258
944,5483.85473646593
945,2304.32886736542
946,5650.66103651889
947,2275.25382597373
948,2708.04975431855
949,2733.30771494425
950,5611.54391278992
951,3040.37673057574
952,5536.68545400261
953,5573.03816235537
954,2779.09850849008
955,4879.32653185803
956,7888.75503307784
957,12210.6821767021
958,2844.64761993296
959,10042.4042406232
960,19393.5574034747
961,2804.38137129277
962,5315.53054342504
963,5830.00765763531
964,4547.50067001415
965,2622.87725289317
966,19324.0396210917
967,2696.340414677
968,8671.76076912123
969,16570.8424628772
970,2781.47051027774
971,5597.63448108994
972,5738.92860400835
973,2663.9123578146
974,2492.6824803117
975,5578.08682086335
976,2699.96183692059
977,6029.31710628202
978,2749.89013040941
979,9688.20568473158
980,19172.580966541
981,2744.46835225722
982,9381.85282170433
983,2783.74366345063
984,2646.69493126467
985,5683.18649506609
986,2873.78358365467
987,2545.74444274567
988,5534.56756951017
989,10224.7525523535
990,2539.9308767079
991,4656.32858161345
992,2716.52897277477
993,4743.84779700045
994,5526.93726420797
995,5398.4548303865
996,4744.48439222292
997,2715.5534661779
998,16502.4387434211
999,9015.39850149444
1000,2490.27406363586
1001,4238.87288349876
1002,5404.09389334112
1003,5192.45240113324
1004,6547.0624890614
1005,3174.9075646255
1006,5670.29695583983
1007,2474.68467667984
1008,5751.79211005295
1009,19268.108157022
1010,4767.36262348404
1011,9669.80372469556
1012,5071.35798087211
1013,5867.61190893654
1014,4615.83784970086
1015,5598.65437356366
1016,2773.81852549625
1017,2694.57338274597
1018,8760.73335259637
1019,9097.04603291641
1020,2299.77811576281
1021,5639.21014956538
1022,5578.16056221686
1023,5363.19578334825
1024,10259.3453517973
1025,16424.0618463574
1026,18946.3753025365
1027,4880.45027980807
1028,5474.5899409987
1029,5383.32081322494
1030,7183.91592971779
1031,5348.660810827
1032,2751.08849427355
1033,11934.3112452109
1034,2407.46175276624
1035,4692.48290654993
1036,2564.68238220022
1037,5529.05514870041
1038,7499.26444388317
1039,12110.112494487
1040,5785.24856456897
1041,2602.22530037685
1042,2899.60704798404
1043,8741.974072948
1044,6207.82867379157
1045,2809.78939159811
1046,2603.72304055698
1047,5658.46180692234
1048,12185.0608311195
1049,2855.38162361864
1050,5563.51045811052
1051,11711.8850605543
1052,2710.39429430413
1053,5814.05024088542
1054,2863.33910733052
1055,2791.16054563583
1056,2670.29468652952
1057,5514.20497679592
1058,16459.8679489447
1059,3952.19616350415
1060,2944.80797894631
1061,4894.14591730929
1062,5707.74998670689
1063,6055.39181474455
1064,2402.90994161233
1065,5776.54130482769
1066,2638.72132514393
1067,3918.72205594958
1068,19295.7893199306
1069,5392.22777035203
1070,2438.86706966834
1071,2668.84874723037
1072,5986.41543090036
1073,2387.67735107263
1074,5683.36540428793
1075,5629.10464015839
1076,16550.7146589828
1077,19278.6490855864
1078,4743.02636572198
1079,5108.30363242482
1080,4524.60956330979
1081,3067.45081354834
1082,2591.15801496003
1083,2329.0304276324
1084,5984.93933523018
1085,8785.06995753135
1086,9822.88320618792
1087,5550.4943254414
1088,2733.45342824131
1089,2809.02652625332
1090,5407.92380011377
1091,5452.9200380882
1092,5928.12551686653
1093,12117.2968967426
1094,5446.30962525973
1095,5593.4898985429
1096,5644.06872916538
1097,3668.5643458587
1098,2714.09765716555
1099,2786.68203154085
1100,5764.99949122609
1101,19104.3105711952
1102,5618.69030503692
1103,5999.64150569985
1104,11452.5545870349
1105,2864.85059334592
1106,2918.80585481076
1107,3101.16929079532
1108,4947.11447715008
1109,5649.08850526833
1110,5493.14452765923
1111,5861.00994562618
1112,12519.3307711136
1113,12672.1729566166
1114,6142.43918473152
1115,10248.9830830391
1116,3033.32679056892
1117,6470.08203931974
1118,4951.16503991583
1119,10174.6393670811
1120,2642.01063754245
1121,9792.51103913817
1122,16521.518969224
1123,5218.89405244713
1124,16488.6321777389
1125,2630.02364514017
1126,2322.5986746101
1127,2777.31191042833
1128,5037.61912012905
1129,16334.8060846222
1130,2536.57734031922
1131,12123.333320144
1132,16344.5582326096
1133,5740.0005628454
1134,2524.24981369315
1135,2831.06947466366
1136,2581.67942266673
1137,2984.54959762866
1138,5776.75216713846
1139,9417.48104823188
1140,16596.7669386323
1141,5890.25345983855
1142,5718.33041051924
1143,10461.809385372
1144,5406.18926841534
1145,4403.72770532078
1146,5549.90627965956
1147,5253.38836806204
1148,2581.95693108766
1149,2647.48408002523
1150,5719.3230960904
1151,2663.69389626707
1152,5624.76473844687
1153,4529.98782165779
1154,2688.76510829627
1155,6186.39219383362
1156,12842.3645152626
1157,2499.12193136414
1158,4767.87036266909
1159,2575.43595201663
1160,5535.72252008013
1161,2881.56240756036
1162,8776.49428683495
1163,2773.84891238028
1164,9127.30855109874
